name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 131496 b,Confirmed,2.2,0.2,0.2,2.2,0.2,0.2,,,,883.0,29.0,29.0,2.09,0.07,0.07,0.163,0.073,0.073,,,,0.019,2011,2011-09-02,22.0,40.0,40.0,2456040.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 131496,223.3458333,18.2352778,7.96,,,,,110.0,9.4,9.4,0.25,0.03,0.03,1.61,0.11,0.11,4.6,0.1,0.1,K0,2.7,0.5,0.5,4927.0,44.0,44.0,,,
HD 13189 b,Confirmed,14.0,6.0,6.0,14.0,6.0,6.0,,,,471.6,6.0,6.0,1.85,0.35,0.35,0.27,0.06,0.06,,,,0.01,2005,2012-08-10,160.7,12.0,12.0,2455327.9,20.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 13189,32.4166667,32.3163889,7.57,,,,,185.0,,,,,,4.5,2.5,2.5,50.39,20.51,20.51,K2 II,,,,,,,,,
HD 132406 b,Confirmed,5.61,,,5.61,,,,,,974.0,39.0,39.0,1.98,,,0.34,0.09,0.09,,,,0.027887,2007,2007-10-31,214.0,19.0,19.0,53474.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 132406,224.2291667,53.3822222,8.45,,,,,71.0,3.5,3.5,0.18,0.05,0.05,1.09,0.05,0.05,,,,G0V,6.4,0.8,0.8,5885.0,50.0,50.0,,,
HD 132563 B b,Confirmed,1.49,0.09,0.09,1.49,0.09,0.09,,,,1544.0,34.0,34.0,2.62,0.04,0.04,0.22,0.09,0.09,,,,0.027292,2011,2016-02-23,158.0,35.0,35.0,2452593.0,148.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 132563B,224.5875,44.0433333,9.47,,,,,96.0,13.0,13.0,-0.19,0.1,0.1,1.01,0.01,0.01,,,,,5.0,,,5985.0,100.0,100.0,,,
HD 134060 b,Confirmed,0.0351,0.0021,0.0021,0.0351,0.0021,0.0021,,,,3.27,0.0002,0.0002,0.0444,0.0007,0.0007,0.4,0.04,0.04,,,,0.001835,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134060 c,Confirmed,0.1507,0.071,0.071,0.1507,0.071,0.071,,,,1160.9,27.046,27.046,2.2263,0.0507,0.0507,0.75,0.19,0.19,,,,0.091996,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134606 b,Confirmed,0.0292,0.003,0.003,0.0292,0.003,0.003,,,,12.083,0.0096,0.0096,0.1023,0.0017,0.0017,0.15,0.1,0.1,,,,0.00386,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,0.4,0.4,,,,,,,,,,G6IV,,,,,,,,,
HD 137388 b,Confirmed,0.223,0.029,0.029,0.223,0.029,0.029,,,,330.0,4.0,4.0,0.89,0.02,0.02,0.36,0.12,0.12,,,,0.023421,2011,2011-08-02,86.0,35.0,35.0,2455209.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 137388,233.9166667,-80.2047222,8.71,,,,,38.0,3.0,3.0,0.18,0.03,0.03,0.86,,,0.82,,,K0/K1V,6.45,0.74,0.74,5240.0,53.0,53.0,,,
HD 13808 b,Confirmed,0.0325,0.0029,0.0029,0.0325,0.0029,0.0029,,,,14.182,0.005,0.005,0.1017,0.0016,0.0016,0.17,0.07,0.07,,,,0.003556,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13808 c,Confirmed,0.036,0.0051,0.0051,0.036,0.0051,0.0051,,,,53.832,0.1127,0.1127,0.2476,0.0041,0.0041,0.43,,,,,,0.008657,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13931 b,Confirmed,1.88,0.15,0.15,1.88,0.15,0.15,,,,4218.0,388.0,388.0,5.15,0.29,0.29,0.02,0.05,0.05,,,,0.116516,2010,2014-08-30,290.0,78.0,78.0,2454494.0,904.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 13931,34.1958333,43.7730556,7.61,,,,,44.2,1.4,1.4,0.03,0.04,0.04,1.02,0.02,0.02,1.23,0.06,0.06,G0,8.4,2.0,2.0,5829.0,44.0,44.0,,,
HD 139357 b,Confirmed,9.76,2.15,2.15,9.76,2.15,2.15,,,,1125.7,9.0,9.0,2.36,0.2,0.2,0.1,0.02,0.02,,,,0.01944,2009,2009-03-23,235.4,10.6,10.6,2452466.7,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 139357,233.8166667,53.9222222,5.98,,,,,121.4,8.2,8.2,-0.13,0.05,0.05,1.35,0.24,0.24,11.47,0.75,0.75,K4III,3.07,1.47,1.47,4700.0,70.0,70.0,,,
HD 141937 b,Confirmed,9.7,,,9.7,,,,,,653.22,1.21,1.21,1.52,,,0.41,0.01,0.01,,,,0.045427,2002,2010-12-29,187.72,0.8,0.8,51847.38,1.97,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 141937,238.0708333,-18.4358333,7.25,,,,,33.46,,,0.11,,,1.1,,,1.06,,,G2/G3 V,2.55,,,5925.0,,,,,
HD 142 b,Confirmed,1.25,0.15,0.15,1.25,0.15,0.15,,,,349.7,1.2,1.2,1.02,0.3,0.3,0.17,0.06,0.06,,,,0.049515,2001,2012-05-15,327.0,26.0,26.0,2452683.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180.0,,,IR Excess,,
HD 142 c,Confirmed,5.3,0.7,0.7,5.3,0.7,0.7,,,,6005.0,477.0,477.0,6.8,0.5,0.5,0.21,0.07,0.07,,,,0.330097,2012,2013-10-10,250.0,20.0,20.0,2455954.0,223.0,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180.0,,,IR Excess,,
HD 142022 A b,Confirmed,29.0,16.0,81.0,5.1,1.5,2.6,,,,1928.0,39.0,53.0,3.03,0.005,0.005,0.53,0.18,0.23,10.0,6.0,6.0,0.084472,2005,2014-05-26,170.0,10.0,8.0,50941.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,,,0.19,0.04,0.04,0.99,,,0.705,0.135,0.135,K0 V,13.3,3.9,3.9,5382.0,,,,,
HD 142245 b,Confirmed,1.9,0.2,0.2,1.9,0.2,0.2,,,,1299.0,48.0,48.0,2.77,0.09,0.09,0.32,inf,nan,,,,0.025297,2011,2011-09-02,234.0,60.0,60.0,2454760.0,240.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 142245,238.2333333,15.4308333,7.63,,,,,109.5,7.4,7.4,0.23,0.03,0.03,1.69,0.12,0.12,5.2,0.1,0.1,K0,2.3,0.3,0.3,4878.0,44.0,44.0,,,
HD 142415 b,Confirmed,1.62,,,1.62,,,,,,386.3,1.6,1.6,1.05,,,0.5,,,,,,0.030702,2003,2010-12-29,255.0,4.0,4.0,51519.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 142415,239.4166667,-60.2,7.34,,,,,34.2,,,0.21,0.05,0.05,1.09,,,1.03,,,G1 V,1.49,,,5834.0,,,,,
HD 143361 b,Confirmed,3.12,1.44,1.44,3.12,1.44,1.44,,,,1057.0,20.0,20.0,2.0,,,0.15,0.17,0.17,,,,0.033698,2008,2009-05-20,237.0,55.0,55.0,3746.0,147.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 143361,240.4583333,-44.4344444,9.2,,,,,59.35,,,0.29,,,0.95,,,,,,G0V,,,,,,,,,
HD 145377 b,Confirmed,5.76,0.1,0.1,5.76,0.1,0.1,,,,103.95,0.13,0.13,0.45,0.004,0.004,0.307,0.017,0.017,,,,0.007799,2008,2008-10-28,138.1,2.8,2.8,54635.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 145377,242.9,-27.0780556,8.12,,,,,57.7,3.0,3.0,0.12,0.01,0.01,1.12,0.03,0.03,1.14,,,G3V,1.3,1.0,1.0,6046.0,15.0,15.0,,,
HD 145457 b,Confirmed,2.9,,,2.9,,,,,,176.3,0.39,0.39,0.76,,,0.112,3.1,3.1,,,,0.006032,2010,2010-05-18,300.0,26.0,26.0,3518.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 145457,242.5166667,26.7427778,6.57,,,,,126.0,10.0,10.0,-0.14,0.09,0.09,1.9,0.3,0.3,9.9,0.5,0.5,K0,,,,4757.0,100.0,100.0,,,
HD 1461 b,Confirmed,0.0203,0.0019,0.0019,0.0203,0.0019,0.0019,,,,5.77152,0.00045,0.00045,0.0634,0.0022,0.0022,0.0,,,,,,0.002711,2009,2015-10-26,,,,2450366.936,,,,,,,,,,,,,,,,,,,,,2.28,0.15,0.15,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 1461 c,Confirmed,0.0176,0.0023,0.0023,0.0176,0.0023,0.0023,,,,13.5052,0.0029,0.0029,0.1117,0.0039,0.0039,0.0,,,,,,0.004774,2011,2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.17,0.17,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765.0,18.0,18.0,IR Excess,,
HD 147018 b,Confirmed,2.12,0.07,0.07,2.12,0.07,0.07,,,,44.236,0.008,0.008,0.2388,0.0039,0.0039,0.4686,0.0081,0.0081,,,,0.005559,2009,2013-05-20,335.97,1.23,1.23,4459.49,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441.0,55.0,55.0,,,
HD 147018 c,Confirmed,6.56,0.32,0.32,6.56,0.32,0.32,,,,1008.0,18.0,18.0,1.922,0.039,0.039,0.133,0.011,0.011,,,,0.044739,2009,2013-05-20,226.9,6.9,6.9,55301.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441.0,55.0,55.0,,,
HD 148156 b,Confirmed,0.85,0.05,0.06,0.85,0.05,0.06,,,,1010.0,,,2.45,0.05,0.05,0.52,0.09,0.09,,,,0.046183,2009,2010-09-09,35.0,12.0,12.0,4707.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 148156,247.0708333,-46.3175,7.69,,,,,53.05,2.9,2.9,0.29,0.02,0.02,1.22,,,1.21,0.03,0.03,F8V,,,,6308.0,28.0,28.0,,,
HD 148427 b,Confirmed,0.96,0.1,0.1,0.96,0.1,0.1,,,,331.5,3.0,3.0,0.93,0.01,0.01,0.16,0.08,0.08,,,,0.015683,2009,2009-08-13,277.0,68.0,68.0,13991.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 148427,247.1166667,-13.3997222,6.89,,,,,59.3,,,0.154,0.04,0.04,1.45,0.06,0.06,3.22,0.2,0.2,K0IV,2.5,,,5052.0,44.0,44.0,,,
HD 149026 b,Confirmed,0.357,0.0114,0.0135,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.4e-06,1.4e-06,0.04288,0.00033,0.00033,0.0,,,85.3,0.8,0.8,0.000543,2005,2015-02-24,,,,2453317.838,0.003,0.003,,,,2454597.70713,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Transit,Velocity,Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2.0,0.8,0.8,6147.0,50.0,50.0,,,
HD 149143 b,Confirmed,1.33,,,1.33,,,1.05,,,4.07206,0.000320041,0.000320041,0.052,,,0.0123,0.0093,0.0115,,,,0.000825,2005,2015-02-27,204.8,55.9,55.9,2453413.1,,,,,,,,,,,,,,,,,,,,,149.28,1.65,1.65,,,,,,,,,,Announced on a professional conference,Velocity,Velocity,Theoretical,,,HD 149143,248.2125,2.0847222,7.9,,,,,63.0,,,0.26,0.05,0.05,1.1,0.1,0.1,,,,G0 IV,7.6,1.2,1.2,5730.0,150.0,150.0,,,
HD 1502 b,Confirmed,3.1,0.2,0.2,3.1,0.2,0.2,,,,431.8,3.1,3.1,1.31,0.03,0.03,0.101,0.036,0.036,,,,0.008239,2011,2011-09-02,219.0,20.0,20.0,2455227.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 1502,4.8208333,14.0547222,8.52,,,,,159.0,19.0,19.0,0.09,0.03,0.03,1.61,0.11,0.11,4.5,0.1,0.1,K0D,2.4,0.5,0.5,5049.0,44.0,44.0,,,
HD 150433 b,Confirmed,0.168,0.0197,0.0197,0.168,0.0197,0.0197,,,,1096.2,27.234,27.234,1.9303,0.0452,0.0452,0.0,,,,,,0.065213,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 150433,250.2833333,-2.8572222,7.22,,,,,29.6,0.5,0.5,,,,,,,,,,G0,,,,,,,,,
HD 150706 b,Confirmed,2.71,0.66,1.14,2.71,0.66,1.14,,,,5894.0,1498.0,5584.0,6.7,1.4,4.0,0.38,0.32,0.28,,,,0.246324,2002,2014-05-25,132.0,33.0,37.0,2458179.0,1586.0,4396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Velocity,,,,,HD 150706,247.8208333,79.7897222,7.03,,,,,27.2,,,-0.13,,,0.94,0.8,0.8,0.87,,,G0,1.17,,,5741.0,,,IR Excess,,
HD 152079 b,Confirmed,3.0,2.0,2.0,3.0,2.0,2.0,,,,2097.0,930.0,930.0,3.2,2.1,2.1,0.6,0.24,0.24,,,,0.037572,2010,2014-08-27,325.0,37.0,37.0,2453193.0,260.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 152079,253.375,-46.3308333,9.18,,,,,85.17,10.3,10.3,0.16,,,1.023,,,,,,G6V,,,,,,,,,
HD 152581 b,Confirmed,1.5,0.1,0.1,1.5,0.1,0.1,,,,689.0,13.0,13.0,1.48,0.04,0.04,0.22,inf,nan,,,,0.007957,2011,2011-09-02,321.0,90.0,90.0,2455320.0,190.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 152581,253.4333333,11.9736111,8.54,,,,,186.0,33.0,33.0,-0.46,0.03,0.03,0.927,0.065,0.065,4.8,0.1,0.1,K0,12.0,3.0,3.0,5155.0,44.0,44.0,,,
HD 153950 b,Confirmed,2.73,0.05,0.05,2.73,0.05,0.05,,,,499.4,3.6,3.6,1.28,0.01,0.01,0.34,0.021,0.021,,,,0.025806,2008,2008-10-28,308.2,2.4,2.4,54502.0,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 153950,256.1291667,-43.3097222,7.39,,,,,49.6,1.8,1.8,-0.01,0.01,0.01,1.12,0.03,0.03,1.34,,,F8V,4.3,1.0,1.0,6076.0,13.0,13.0,,,
HD 154088 b,Confirmed,0.0193,0.0081,0.0081,0.0193,0.0081,0.0081,,,,18.596,0.0205,0.0205,0.1316,0.0021,0.0021,0.38,0.15,0.15,,,,0.007393,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 154088,256.1166667,-28.5827778,6.58,,,,,17.8,0.2,0.2,,,,,,,,,,K0IV,,,,,,,,,
HD 154345 b,Confirmed,1.3,0.58,1.9,1.0,0.3,0.3,,,,3538.0,300.0,300.0,4.3,0.4,0.4,0.26,0.15,0.15,50.0,26.0,26.0,0.238095,2006,2012-05-25,346.0,60.0,60.0,2454701.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 154345,255.65,47.0819444,6.74,,,,,18.06,0.18,0.18,-0.105,0.03,0.03,0.88,,,,,,G8V,4.92,4.48,4.48,5468.0,44.0,44.0,,,
HD 154672 b,Confirmed,5.02,0.17,0.17,5.02,0.17,0.17,,,,163.91,0.01,0.01,0.6,0.17,0.17,0.61,0.02,0.02,,,,0.009119,2008,2016-02-02,265.0,2.0,2.0,2454520.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 154672,257.5208333,-56.4491667,8.22,,7.01,6.7,6.61,65.8,,,0.26,0.04,0.04,1.06,0.09,0.09,1.27,0.09,0.09,G3IV,9.28,2.36,2.36,5714.0,30.0,30.0,,,
HD 154857 b,Confirmed,2.24,0.05,0.05,2.24,0.05,0.05,,,,408.6,0.5,0.5,1.291,0.008,0.008,0.46,0.02,0.02,,,,0.017518,2004,2014-01-23,57.0,4.0,4.0,2453572.5,2.4,2.4,,,,,,,,,,,,,,,,346.0,5.0,5.0,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 154857,257.8125,-56.6805556,7.25,,,,,64.2,3.1,3.1,-0.22,,,1.718,0.03,0.022,1.76,0.057,0.057,G5V,5.6,,,5445.0,,,,,
HD 16141 b,Confirmed,0.215,0.03,0.03,0.215,0.03,0.03,,,,75.82,0.4,0.4,0.35,,,0.28,0.15,0.15,,,,0.009749,2000,2010-12-29,41.0,22.0,22.0,2451547.2,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 16141,38.8291667,-3.5605556,6.78,,,,,35.9,,,0.02,,,1.01,,,1.0,,,G5 IV,7.76,,,5533.0,,,,,
HD 16175 b,Confirmed,4.77,0.37,0.37,4.77,0.37,0.37,,,,995.4,2.8,2.8,2.148,0.076,0.076,0.637,0.02,0.02,,,,0.035117,2007,2016-04-29,221.5,2.2,2.2,2455801.4,2.6,2.6,,,,,,,,,,,,,,,,,,,103.5,5.0,5.0,,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,HD 16175,39.2583333,42.0625,7.28,,6.17,5.92,5.85,59.8,,,0.37,0.03,0.03,1.35,0.09,0.09,1.87,0.04,0.04,G0,5.3,1.0,1.0,6022.0,34.0,34.0,,,
HD 162020 b,Confirmed,14.4,,,14.4,,,,,,8.428198,5.6e-05,5.6e-05,0.074,,,0.277,0.002,0.002,,,,0.002367,2002,2010-12-29,332.672,0.002,0.002,51990.677,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 162020,267.6583333,-40.3183333,9.18,,,,,31.26,,,0.01,0.11,0.11,0.75,,,0.71,,,K2 V,0.76,,,4830.0,80.0,80.0,,,
HD 163607 b,Confirmed,0.77,0.04,0.04,0.77,0.04,0.04,,,,75.229,0.02,0.02,0.36,0.01,0.01,0.73,0.02,0.02,,,,0.005217,2011,2013-05-20,78.7,2.0,2.0,2454185.0,0.24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 163607,268.4166667,56.3919444,8.15,,,,,69.0,3.0,3.0,0.21,0.03,0.03,1.09,0.02,0.02,1.63,0.7,0.7,G5IV,8.6,6.0,6.0,5543.0,44.0,44.0,,,
HD 163607 c,Confirmed,2.29,0.16,0.16,2.29,0.16,0.16,,,,1314.0,8.0,8.0,2.42,0.01,0.01,0.12,0.06,0.06,,,,0.035072,2011,2013-05-20,265.0,93.0,93.0,2455085.0,880.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 163607,268.4166667,56.3919444,8.15,,,,,69.0,3.0,3.0,0.21,0.03,0.03,1.09,0.02,0.02,1.63,0.7,0.7,G5IV,8.6,6.0,6.0,5543.0,44.0,44.0,,,
HD 16417 b,Confirmed,0.069,0.007,0.007,0.069,0.007,0.007,,,,17.24,0.01,0.01,0.14,0.01,0.01,0.2,0.09,0.09,,,,0.00549,2009,2016-01-10,77.0,26.0,26.0,2450099.74,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 16417,39.2458333,-34.5780556,5.78,,,,,25.5,0.5,0.5,0.19,,,1.18,0.04,0.04,,,,G1V,4.3,0.8,0.8,5936.0,,,,,
HD 164509 b,Confirmed,0.48,0.09,0.09,0.48,0.09,0.09,,,,282.4,3.8,3.8,0.875,0.008,0.008,0.26,0.14,0.14,,,,0.016827,2011,2016-09-03,324.0,110.0,110.0,2455703.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Velocity,,,,,HD 164509,270.3791667,0.1044444,8.24,,,,,52.0,3.0,3.0,0.21,0.03,0.03,1.13,0.02,0.02,1.06,0.03,0.03,G5V,1.1,1.0,1.0,5922.0,44.0,44.0,,,
HD 164604 b,Confirmed,2.7,1.3,1.3,2.7,1.3,1.3,,,,606.4,9.0,9.0,1.13,0.05,0.05,0.24,0.14,0.14,,,,0.029737,2010,2014-08-27,51.0,23.0,23.0,2452674.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 164604,270.7791667,-28.5605556,9.7,,,,,38.0,2.7,2.7,-0.18,,,0.8,,,,,,K2V,,,,,,,,,
HD 164922 b,Confirmed,0.3385,0.015,0.015,0.3385,0.015,0.015,,,,1201.1,5.6,5.6,2.115,0.012,0.012,0.126,0.05,0.05,,,,0.096215,2006,2016-07-04,129.0,0.2,0.24,,280.0,280.0,,,,,,,,,,,,,,,,,,,7.15,0.31,0.31,159.4,,,,,,,,,Published in a refereed paper,Velocity,Velocity,,,,HD 164922,270.625,26.3127778,6.99,,,,,22.13,0.27,0.27,0.16,0.05,0.05,0.874,0.012,0.012,0.999,0.017,0.017,G9V,13.4,,,5293.0,32.0,32.0,,,
HD 167042 b,Confirmed,1.6,,,1.6,,,,,,416.1,4.0,4.0,1.3,,,0.03,0.04,0.04,,,,0.026,2007,2007-10-19,34.0,40.0,40.0,2453330.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 167042,272.6333333,54.2866667,5.97,,3.93,3.56,3.55,50.0,,,0.05,0.06,0.06,1.64,0.13,0.13,4.3,0.07,0.07,K1III,2.2,1.0,1.0,5020.0,75.0,75.0,,,
HD 168443 b,Confirmed,7.659,0.0975,0.0975,7.659,0.0975,0.0975,,,,58.11247,0.0003,0.0003,0.2931,0.00181,0.00181,0.52883,0.00103,0.00103,,,,0.007841,1998,2016-01-10,172.923,0.139,0.139,2455626.199,0.024,0.024,,,,2455621.637,0.0156,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,1.26,1.26,0.04,0.03,0.03,0.995,0.019,0.019,1.51,0.06,0.06,G5,9.8,1.0,1.0,5591.0,44.0,44.0,,,
HD 168443 c,Confirmed,29.463,6.1276,12.184,17.193,0.21,0.21,,,,1749.83,0.57,0.57,2.8373,0.018,0.018,0.2113,0.0017,0.0017,35.7,11.0,11.0,0.075904,2001,2014-08-22,64.87,0.51,0.51,2455521.3,2.2,2.2,,,,2455599.9,1.187,1.187,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Velocity,,,,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,1.26,1.26,0.04,0.03,0.03,0.995,0.019,0.019,1.51,0.06,0.06,G5,9.8,1.0,1.0,5591.0,44.0,44.0,,,
